GEOIDfake,GEOID,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,TRACTCE,Geo_BG,Geo_CITY,Geo_MSAMSA,Geo_ZC,White Population Alone,Black Population Alone, Asian Population Alone,American Indian Population,Other Race Population,SE_T006_006,SE_T006_007,SE_T006_008,SE_T006_009,SE_T006_010,SE_T006_011,SE_T006_012
"371830541132","371830541132","371830541132, 37183054113, Wake County, North Carolina","00","37","183","054113","2",,,,803,1201,101,23,370,192,832,1271,110,25,402,175
"371830541141","371830541141","371830541141, 37183054114, Wake County, North Carolina","00","37","183","054114","1",,,,1976,1049,122,20,178,289,2065,1122,134,21,196,265
"371830541142","371830541142","371830541142, 37183054114, Wake County, North Carolina","00","37","183","054114","2",,,,407,821,99,10,144,128,421,868,109,11,157,116
"371830541143","371830541143","371830541143, 37183054114, Wake County, North Carolina","00","37","183","054114","3",,,,877,741,29,55,826,214,904,780,31,61,896,193
"371830541151","371830541151","371830541151, 37183054115, Wake County, North Carolina","00","37","183","054115","1",,,,1268,1540,188,27,210,355,1320,1640,207,29,230,326
"371830541152","371830541152","371830541152, 37183054115, Wake County, North Carolina","00","37","183","054115","2",,,,948,279,19,18,296,138,989,299,21,20,325,126
"371830541153","371830541153","371830541153, 37183054115, Wake County, North Carolina","00","37","183","054115","3",,,,1923,2025,138,22,286,304,1998,2150,151,25,312,278
"371830541161","371830541161","371830541161, 37183054116, Wake County, North Carolina","00","37","183","054116","1",,,,1356,1238,225,34,254,364,1413,1319,247,37,279,334
"371830541162","371830541162","371830541162, 37183054116, Wake County, North Carolina","00","37","183","054116","2",,,,525,355,94,3,123,131,547,379,104,3,135,120
"371830541163","371830541163","371830541163, 37183054116, Wake County, North Carolina","00","37","183","054116","3",,,,302,283,102,156,907,257,310,298,110,169,981,232
"371830541171","371830541171","371830541171, 37183054117, Wake County, North Carolina","00","37","183","054117","1",,,,719,898,472,15,293,230,742,946,514,17,319,209
"371830541172","371830541172","371830541172, 37183054117, Wake County, North Carolina","00","37","183","054117","2",,,,586,802,136,19,283,218,609,853,148,20,310,198
"371830541173","371830541173","371830541173, 37183054117, Wake County, North Carolina","00","37","183","054117","3",,,,601,557,137,15,282,197,623,590,150,17,309,181
"371830541181","371830541181","371830541181, 37183054118, Wake County, North Carolina","00","37","183","054118","1",,,,996,1036,161,11,177,170,1034,1098,177,12,194,155
"371830541182","371830541182","371830541182, 37183054118, Wake County, North Carolina","00","37","183","054118","2",,,,1398,1029,232,20,168,181,1451,1092,254,21,184,165
"371830541191","371830541191","371830541191, 37183054119, Wake County, North Carolina","00","37","183","054119","1",,,,1400,1545,70,18,137,237,1458,1644,77,20,150,217
"371830541192","371830541192","371830541192, 37183054119, Wake County, North Carolina","00","37","183","054119","2",,,,1178,988,197,11,219,243,1228,1050,215,12,239,222
"371830541193","371830541193","371830541193, 37183054119, Wake County, North Carolina","00","37","183","054119","3",,,,531,175,31,1,60,63,554,188,34,1,67,58
"371830541201","371830541201","371830541201, 37183054120, Wake County, North Carolina","00","37","183","054120","1",,,,1084,164,43,6,50,107,1139,176,46,6,57,99
"371830541211","371830541211","371830541211, 37183054121, Wake County, North Carolina","00","37","183","054121","1",,,,2038,1255,121,29,369,367,2126,1338,132,31,405,335
"371830541212","371830541212","371830541212, 37183054121, Wake County, North Carolina","00","37","183","054121","2",,,,2390,1574,205,23,237,422,2499,1683,226,25,261,387
"371830542031","371830542031","371830542031, 37183054203, Wake County, North Carolina","00","37","183","054203","1",,,,1221,96,33,3,27,95,1282,103,35,3,30,87
"371830542032","371830542032","371830542032, 37183054203, Wake County, North Carolina","00","37","183","054203","2",,,,1962,209,59,3,33,133,2060,223,65,3,35,122
"371830542041","371830542041","371830542041, 37183054204, Wake County, North Carolina","00","37","183","054204","1",,,,2014,389,61,11,92,288,2123,419,67,13,102,266
"371830542042","371830542042","371830542042, 37183054204, Wake County, North Carolina","00","37","183","054204","2",,,,1633,276,60,8,82,180,1709,296,67,10,91,166
"371830542061","371830542061","371830542061, 37183054206, Wake County, North Carolina","00","37","183","054206","1",,,,707,61,22,4,34,43,737,65,24,4,36,38
"371830542062","371830542062","371830542062, 37183054206, Wake County, North Carolina","00","37","183","054206","2",,,,2525,573,113,1,117,285,2651,615,125,1,129,262
"371830542063","371830542063","371830542063, 37183054206, Wake County, North Carolina","00","37","183","054206","3",,,,1658,142,38,4,40,191,1749,153,42,4,44,178
"371830542121","371830542121","371830542121, 37183054212, Wake County, North Carolina","00","37","183","054212","1",,,,1158,211,90,2,44,140,1214,226,99,2,48,128
"371830542122","371830542122","371830542122, 37183054212, Wake County, North Carolina","00","37","183","054212","2",,,,1576,374,173,13,40,184,1651,401,191,15,44,169
"371830542123","371830542123","371830542123, 37183054212, Wake County, North Carolina","00","37","183","054212","3",,,,1087,829,82,6,127,208,1135,883,90,6,139,190
"371830542131","371830542131","371830542131, 37183054213, Wake County, North Carolina","00","37","183","054213","1",,,,887,336,51,2,59,110,930,360,55,2,65,102
"371830542132","371830542132","371830542132, 37183054213, Wake County, North Carolina","00","37","183","054213","2",,,,1057,181,136,6,31,141,1111,195,149,6,34,129
"371830542133","371830542133","371830542133, 37183054213, Wake County, North Carolina","00","37","183","054213","3",,,,1078,186,197,3,13,110,1125,198,217,3,15,102
"371830542141","371830542141","371830542141, 37183054214, Wake County, North Carolina","00","37","183","054214","1",,,,927,72,3,4,45,51,973,77,3,4,49,47
"371830542142","371830542142","371830542142, 37183054214, Wake County, North Carolina","00","37","183","054214","2",,,,845,80,8,10,47,57,885,85,9,11,51,52
"371830542151","371830542151","371830542151, 37183054215, Wake County, North Carolina","00","37","183","054215","1",,,,566,479,32,9,61,106,590,510,35,11,67,97
"371830542152","371830542152","371830542152, 37183054215, Wake County, North Carolina","00","37","183","054215","2",,,,2361,979,120,13,114,352,2477,1051,132,14,126,323
"371830542161","371830542161","371830542161, 37183054216, Wake County, North Carolina","00","37","183","054216","1",,,,949,628,116,2,75,112,987,668,127,2,82,103
"371830542162","371830542162","371830542162, 37183054216, Wake County, North Carolina","00","37","183","054216","2",,,,1710,116,66,3,14,132,1800,126,73,3,15,121
